airport_id,name,city,country,iata_faa,iaco,latitude,longitude,altitude,zone,dst,city_state,avg_able_landings,avg_able_takeoffs,total_landings,total_takeoffs,avg_taxi_in,avg_taxi_out,longest_taxi_in,longest_taxi_out,lng_tx_in_date,lng_tx_out_date
4355,Lehigh Valley International,Allentown,United States,ABE,KABE,40.652083,-75.440806,393,-5,A,"Allentown/Bethlehem/Easton, PA",217,216,218,218,4.064516129032259,13.657407407407403,17.0,47.0,"Fri, Nov 16, 2012","Tue, Nov 27, 2012"
3718,Abilene Regional,Abilene,United States,ABI,KABI,32.411319,-99.681897,1791,-6,A,"Abilene, TX",199,199,199,199,4.402010050251259,8.643216080402013,12.0,25.0,"Sun, Nov 25, 2012","Mon, Nov 12, 2012"
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.0402222,-106.6091944,5355,-7,A,"Albuquerque, NM",2293,2289,2299,2298,5.052769297863061,10.059851463521182,34.0,47.0,"Sat, Nov 10, 2012","Tue, Nov  6, 2012"
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491,-98.4218,1302,-6,A,"Aberdeen, SD",60,60,61,62,4.85,13.7,16.0,35.0,"Tue, Nov 20, 2012","Sun, Nov 18, 2012"
5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.5355,-84.1945,197,-5,A,"Albany, GA",80,79,80,80,3.4,13.075949367088608,6.0,39.0,"Wed, Nov 21, 2012","Sat, Nov  3, 2012"
3700,Waco Regional,Waco,United States,ACT,KACT,31.611289,-97.230519,516,-6,A,"Waco, TX",125,125,125,125,3.384,8.360000000000003,7.0,23.0,"Fri, Nov 23, 2012","Sat, Nov 17, 2012"
4384,Arcata,Arcata CA,United States,ACV,KACV,40.978111,-124.108611,221,-8,A,"Arcata/Eureka, CA",271,268,289,289,3.9963099630996326,10.708955223880595,9.0,58.0,"Sat, Nov 17, 2012","Mon, Nov 26, 2012"
5959,Adak Airport,Adak Island,United States,ADK,PADK,51.878,-176.646,18,-10,A,"Adak Island, AK",9,9,9,9,4.888888888888889,6.111111111111111,7.0,15.0,"Thu, Nov  1, 2012","Thu, Nov  1, 2012"
3531,Kodiak,Kodiak,United States,ADQ,PADQ,57.749967,-152.493856,78,-9,A,"Kodiak, AK",49,48,54,54,3.3469387755102042,6.395833333333333,6.0,17.0,"Sat, Nov  3, 2012","Tue, Nov 27, 2012"
3852,Alexandria International,Alexandria,United States,AEX,KAEX,31.3274,-92.549833,89,-6,A,"Alexandria, LA",313,312,313,314,3.338658146964857,11.69871794871795,24.0,86.0,"Sun, Nov 11, 2012","Thu, Nov 29, 2012"
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.369944,-81.9645,144,-5,A,"Augusta, GA",243,242,243,243,3.3004115226337447,17.008264462809926,11.0,57.0,"Thu, Nov  1, 2012","Thu, Nov  8, 2012"
3864,Albany International,Albany,United States,ALB,KALB,42.748267,-73.801692,285,-5,A,"Albany, NY",876,875,880,880,4.569634703196357,14.31314285714286,36.0,76.0,"Tue, Nov 27, 2012","Thu, Nov 29, 2012"
5718,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.5571,-92.4003,873,-6,A,"Waterloo, IA",55,55,55,55,3.6545454545454548,13.472727272727273,6.0,31.0,"Mon, Nov  5, 2012","Thu, Nov 29, 2012"
3840,Rick Husband Amarillo International,Amarillo,United States,AMA,KAMA,35.219369,-101.705931,3607,-6,A,"Amarillo, TX",592,592,592,592,4.116554054054053,9.64358108108108,9.0,32.0,"Fri, Nov  9, 2012","Mon, Nov 26, 2012"
3774,Ted Stevens Anchorage International,Anchorage,United States,ANC,PANC,61.174361,-149.996361,152,-9,A,"Anchorage, AK",1186,1194,1205,1204,4.139966273187189,12.721943048576215,22.0,52.0,"Fri, Nov 23, 2012","Fri, Nov  9, 2012"
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0781,-83.5603,689,-5,A,"Alpena, MI",49,49,50,50,4.775510204081633,9.36734693877551,8.0,26.0,"Fri, Nov  2, 2012","Thu, Nov  8, 2012"
3838,Watertown International,Watertown,United States,ART,KART,43.991922,-76.021739,325,-5,A,"Watertown, NY",51,51,51,51,5.294117647058824,16.745098039215687,10.0,51.0,"Sun, Nov  4, 2012","Wed, Nov  7, 2012"
7001,Aspen/Pitkin County-Sardy Field,Aspen,United States,ASE,KASE,39.2232,-106.869,7820,-7,A,"Aspen, CO",157,156,162,161,3.3694267515923566,11.089743589743591,7.0,79.0,"Mon, Nov  5, 2012","Sat, Nov 10, 2012"
