airport_id,name,city,country,iata_faa,iaco,latitude,longitude,altitude,zone,dst,city_state,avg_able_landings,avg_able_takeoffs,total_landings,total_takeoffs,avg_taxi_in,avg_taxi_out,longest_taxi_in,longest_taxi_out,lng_tx_in_date,lng_tx_out_date
4355,Lehigh Valley International,Allentown,United States,ABE,KABE,40.652083,-75.440806,393,-5,A,"Allentown/Bethlehem/Easton, PA",219,219,220,220,5.347031963470322,17.57077625570777,21.0,75.0,"Tue, Nov 21, 2017","Sat, Nov 11, 2017"
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.0402222,-106.6091944,5355,-7,A,"Albuquerque, NM",1519,1522,1522,1525,4.751810401579988,10.716162943495394,25.0,46.0,"Wed, Nov 22, 2017","Mon, Nov 20, 2017"
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491,-98.4218,1302,-6,A,"Aberdeen, SD",59,59,59,59,4.610169491525425,21.01694915254238,8.0,50.0,"Wed, Nov  8, 2017","Thu, Nov  2, 2017"
4384,Arcata,Arcata CA,United States,ACV,KACV,40.978111,-124.108611,221,-8,A,"Arcata/Eureka, CA",111,110,115,115,5.540540540540539,12.727272727272727,8.0,51.0,"Wed, Nov  1, 2017","Mon, Nov 13, 2017"
3524,Atlantic City International,Atlantic City,United States,ACY,KACY,39.457583,-74.577167,75,-5,A,"Atlantic City, NJ",273,273,274,274,5.150183150183151,11.267399267399268,10.0,36.0,"Sat, Nov 25, 2017","Tue, Nov 14, 2017"
5959,Adak Airport,Adak Island,United States,ADK,PADK,51.878,-176.646,18,-10,A,"Adak Island, AK",7,7,8,8,4.714285714285714,13.285714285714286,6.0,17.0,"Wed, Nov  1, 2017","Sat, Nov 18, 2017"
3531,Kodiak,Kodiak,United States,ADQ,PADQ,57.749967,-152.493856,78,-9,A,"Kodiak, AK",48,48,52,52,3.1875,8.416666666666668,6.0,17.0,"Sat, Nov  4, 2017","Mon, Nov 27, 2017"
3852,Alexandria International,Alexandria,United States,AEX,KAEX,31.3274,-92.549833,89,-6,A,"Alexandria, LA",79,79,79,79,4.126582278481013,20.430379746835442,17.0,65.0,"Sat, Nov 25, 2017","Mon, Nov 27, 2017"
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.369944,-81.9645,144,-5,A,"Augusta, GA",108,108,109,109,5.2037037037037015,18.972222222222218,10.0,58.0,"Fri, Nov 17, 2017","Sat, Nov 25, 2017"
3864,Albany International,Albany,United States,ALB,KALB,42.748267,-73.801692,285,-5,A,"Albany, NY",762,762,762,762,3.543307086614172,12.528871391076105,22.0,55.0,"Sat, Nov 18, 2017","Sun, Nov 12, 2017"
5718,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.5571,-92.4003,873,-6,A,"Waterloo, IA",55,55,55,55,3.9454545454545453,15.509090909090904,6.0,72.0,"Thu, Nov  2, 2017","Sun, Nov 26, 2017"
3840,Rick Husband Amarillo International,Amarillo,United States,AMA,KAMA,35.219369,-101.705931,3607,-6,A,"Amarillo, TX",262,262,262,262,4.106870229007634,11.057251908396953,17.0,36.0,"Sat, Nov 18, 2017","Tue, Nov 28, 2017"
3774,Ted Stevens Anchorage International,Anchorage,United States,ANC,PANC,61.174361,-149.996361,152,-9,A,"Anchorage, AK",1135,1142,1159,1157,4.56563876651982,15.655866900175145,22.0,93.0,"Sun, Nov  5, 2017","Sun, Nov  5, 2017"
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0781,-83.5603,689,-5,A,"Alpena, MI",50,51,51,51,5.439999999999999,15.49019607843138,34.0,45.0,"Tue, Nov  7, 2017","Wed, Nov 22, 2017"
7001,Aspen/Pitkin County-Sardy Field,Aspen,United States,ASE,KASE,39.2232,-106.869,7820,-7,A,"Aspen, CO",183,183,188,188,4.387978142076507,15.229508196721312,37.0,44.0,"Thu, Nov 16, 2017","Sun, Nov 12, 2017"
3682,Hartsfield Jackson Atlanta International,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,"Atlanta, GA",28239,28231,28248,28243,8.129183044725416,15.233431334348762,95.0,92.0,"Thu, Nov  2, 2017","Sat, Nov 18, 2017"
4047,Appleton,Appleton,United States,ATW,KATW,44.257526,-88.507576,680,-6,A,"Appleton, WI",206,208,206,208,4.466019417475729,16.322115384615373,18.0,60.0,"Sat, Nov 18, 2017","Sun, Nov  5, 2017"
3673,Austin Bergstrom International,Austin,United States,AUS,KAUS,30.194528,-97.669889,542,-6,A,"Austin, TX",4528,4521,4531,4527,5.998674911660769,13.16677726166779,60.0,74.0,"Sat, Nov  4, 2017","Wed, Nov 15, 2017"
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.436194,-82.541806,2165,-5,A,"Asheville, NC",223,225,224,226,4.556053811659191,19.937777777777793,20.0,50.0,"Fri, Nov  3, 2017","Thu, Nov  2, 2017"
