airport_id,name,city,country,iata_faa,iaco,latitude,longitude,altitude,zone,dst,city_state,avg_able_landings,avg_able_takeoffs,total_landings,total_takeoffs,avg_taxi_in,avg_taxi_out,longest_taxi_in,longest_taxi_out,lng_tx_in_date,lng_tx_out_date
4355,Lehigh Valley International,Allentown,United States,ABE,KABE,40.652083,-75.440806,393,-5,A,"Allentown/Bethlehem/Easton, PA",155,158,162,163,4.238709677419353,15.0,17.0,95.0,"Mon, Feb 15, 2016","Tue, Feb 16, 2016"
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.0402222,-106.6091944,5355,-7,A,"Albuquerque, NM",1333,1333,1340,1340,5.173293323330831,11.750937734433602,51.0,48.0,"Wed, Feb  3, 2016","Sun, Feb 21, 2016"
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491,-98.4218,1302,-6,A,"Aberdeen, SD",57,56,58,58,4.070175438596492,19.821428571428573,6.0,63.0,"Tue, Feb  9, 2016","Sat, Feb 13, 2016"
5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.5355,-84.1945,197,-5,A,"Albany, GA",78,78,78,78,3.2948717948717947,10.961538461538462,6.0,31.0,"Mon, Feb 22, 2016","Wed, Feb 17, 2016"
3700,Waco Regional,Waco,United States,ACT,KACT,31.611289,-97.230519,516,-6,A,"Waco, TX",137,137,139,139,3.5474452554744524,9.503649635036496,14.0,24.0,"Tue, Feb  9, 2016","Sun, Feb 28, 2016"
4384,Arcata,Arcata CA,United States,ACV,KACV,40.978111,-124.108611,221,-8,A,"Arcata/Eureka, CA",111,113,116,116,5.009009009009009,11.345132743362832,11.0,37.0,"Fri, Feb  5, 2016","Fri, Feb 26, 2016"
3524,Atlantic City International,Atlantic City,United States,ACY,KACY,39.457583,-74.577167,75,-5,A,"Atlantic City, NJ",276,277,290,290,4.7427536231884035,13.563176895306858,10.0,82.0,"Mon, Feb  1, 2016","Fri, Feb 19, 2016"
5959,Adak Airport,Adak Island,United States,ADK,PADK,51.878,-176.646,18,-10,A,"Adak Island, AK",7,7,8,8,5.571428571428571,8.857142857142858,8.0,24.0,"Sun, Feb  7, 2016","Sun, Feb 21, 2016"
3531,Kodiak,Kodiak,United States,ADQ,PADQ,57.749967,-152.493856,78,-9,A,"Kodiak, AK",34,34,39,39,3.588235294117647,5.176470588235294,6.0,15.0,"Thu, Feb  4, 2016","Fri, Feb 19, 2016"
3852,Alexandria International,Alexandria,United States,AEX,KAEX,31.3274,-92.549833,89,-6,A,"Alexandria, LA",207,207,207,207,3.743961352657005,13.719806763285025,11.0,61.0,"Tue, Feb 16, 2016","Sat, Feb 27, 2016"
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.369944,-81.9645,144,-5,A,"Augusta, GA",172,172,173,173,3.7965116279069755,15.895348837209289,9.0,47.0,"Tue, Feb 23, 2016","Tue, Feb 23, 2016"
3864,Albany International,Albany,United States,ALB,KALB,42.748267,-73.801692,285,-5,A,"Albany, NY",668,666,674,676,4.2559880239520975,13.493993993994,68.0,73.0,"Fri, Feb  5, 2016","Tue, Feb 16, 2016"
3840,Rick Husband Amarillo International,Amarillo,United States,AMA,KAMA,35.219369,-101.705931,3607,-6,A,"Amarillo, TX",221,224,223,224,5.470588235294118,11.607142857142852,43.0,55.0,"Tue, Feb 23, 2016","Tue, Feb 23, 2016"
3774,Ted Stevens Anchorage International,Anchorage,United States,ANC,PANC,61.174361,-149.996361,152,-9,A,"Anchorage, AK",1104,1107,1124,1125,4.111413043478252,12.44715447154472,14.0,58.0,"Thu, Feb  4, 2016","Tue, Feb 23, 2016"
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0781,-83.5603,689,-5,A,"Alpena, MI",47,47,50,50,5.957446808510638,13.553191489361701,14.0,33.0,"Wed, Feb 24, 2016","Wed, Feb 24, 2016"
7001,Aspen/Pitkin County-Sardy Field,Aspen,United States,ASE,KASE,39.2232,-106.869,7820,-7,A,"Aspen, CO",604,602,663,661,5.804635761589401,15.44019933554818,55.0,49.0,"Sat, Feb 13, 2016","Fri, Feb 19, 2016"
3682,Hartsfield Jackson Atlanta International,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,"Atlanta, GA",28547,28594,28740,28746,8.17994885627208,16.94796111072237,114.0,141.0,"Wed, Feb 24, 2016","Wed, Feb 24, 2016"
4047,Appleton,Appleton,United States,ATW,KATW,44.257526,-88.507576,680,-6,A,"Appleton, WI",236,237,246,246,5.877118644067793,21.582278481012658,44.0,131.0,"Fri, Feb 12, 2016","Tue, Feb 23, 2016"
3673,Austin Bergstrom International,Austin,United States,AUS,KAUS,30.194528,-97.669889,542,-6,A,"Austin, TX",3316,3307,3329,3328,5.334137515078397,12.042939219836699,42.0,68.0,"Tue, Feb 16, 2016","Sun, Feb  7, 2016"
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.436194,-82.541806,2165,-5,A,"Asheville, NC",171,171,183,183,3.871345029239766,17.40350877192984,7.0,52.0,"Sun, Feb 14, 2016","Wed, Feb 24, 2016"
4286,Wilkes Barre Scranton International,Scranton,United States,AVP,KAVP,41.338478,-75.723403,962,-5,A,"Scranton/Wilkes-Barre, PA",117,119,123,124,3.6837606837606836,17.781512605042025,26.0,76.0,"Mon, Feb 15, 2016","Wed, Feb 10, 2016"
4039,Kalamazoo,Kalamazoo,United States,AZO,KAZO,42.234875,-85.552058,874,-5,A,"Kalamazoo, MI",192,189,203,202,4.255208333333336,24.00000000000001,11.0,83.0,"Thu, Feb 18, 2016","Fri, Feb 19, 2016"
3825,Bradley International,Windsor Locks,United States,BDL,KBDL,41.938889,-72.683222,173,-5,A,"Hartford, CT",1410,1414,1436,1434,5.9560283687943265,16.035360678925024,89.0,89.0,"Mon, Feb 15, 2016","Tue, Feb 16, 2016"
3599,Bethel,Bethel,United States,BET,PABE,60.779778,-161.838,121,-9,A,"Bethel, AK",78,78,79,79,3.5384615384615383,6.358974358974359,6.0,18.0,"Sat, Feb 20, 2016","Wed, Feb 10, 2016"
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.433598,-119.05677,507,-8,A,"Bakersfield, CA",189,190,192,192,4.518518518518517,16.01052631578946,9.0,42.0,"Sun, Feb 14, 2016","Thu, Feb 18, 2016"
4129,Greater Binghamton-Edwin A. Link Field,Binghamton,United States,BGM,KBGM,42.208689,-75.979839,1636,-5,A,"Binghamton, NY",81,81,81,81,4.333333333333333,20.82716049382716,7.0,50.0,"Tue, Feb  9, 2016","Fri, Feb 26, 2016"
3811,Birmingham International,Birmingham,United States,BHM,KBHM,33.562942,-86.75355,644,-6,A,"Birmingham, AL",897,895,911,910,4.109253065774804,13.969832402234637,42.0,142.0,"Mon, Feb 15, 2016","Tue, Feb  2, 2016"
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80921,-108.537654,3652,-7,A,"Billings, MT",266,264,269,268,3.511278195488722,12.064393939393932,6.0,28.0,"Sun, Feb 21, 2016","Mon, Feb 15, 2016"
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.775842,-100.757931,1661,-6,A,"Bismarck/Mandan, ND",166,168,170,172,3.987951807228915,18.565476190476186,16.0,60.0,"Mon, Feb  8, 2016","Sat, Feb 13, 2016"
